30.0,0.28
30.5,0.31
31.0,0.35
31.5,0.40
32.0,0.42
32.5,0.52
33.0,0.71
33.5,0.93
34.0,1.30
34.5,2.30
34.6,2.70
34.7,3.20
34.8,3.90
34.9,5.10
35.0,6.80
35.1,8.90
35.2,9.10
35.3,7.20
35.4,5.30
35.5,4.10
35.6,3.40
35.7,2.80
35.8,2.40
35.9,2.10
36.0,1.85
36.5,1.20
37.0,0.85
37.5,0.69
38.0,0.52
38.5,0.49
39.0,0.43
39.5,0.38
40.0,0.34
