  1,1.20,-0.47,139.55
  2,1.20,-0.47,139.55
  3,5.95,5.57,6.35
  4,4.45,4.29,3.61
  5,3.95,3.46,12.49
  6,2.70,2.38,11.92
  7,2.75,2.23,18.98
  8,3.70,2.28,38.31
  9,2.55,2.35,7.81
 10,2.65,2.06,22.10
 11,9.85,9.05,8.09
