46.56
47.38
43.70
44.24
42.88
47.38
46.14
45.32
44.38
43.70
47.10
43.82
43.70
44.64
43.70
43.56
43.02
42.06
41.92
43.56
41.02
44.92
43.96
43.42
42.06
41.02
42.88
45.74
43.96
40.96
42.74
44.10
44.38
43.70
44.10
44.38
43.56
43.14
42.20
40.96
41.24
