  1,19.65,59.60,1.20
  2,17.85,61.40,1.20
  3,61.20,13.30,5.95
  4,54.00,22.00,4.45
  5,46.50,30.00,3.95
  6,38.80,38.95,2.70
  7,30.00,47.70,2.75
  8,21.75,55.00,3.70
  9,14.90,63.00,2.55
 10,7.00,70.80,2.65
 11,55.60,15.00,9.85
