  1,14.78,20.17,43.82,59.81,0.46
  2,13.00,17.75,45.29,61.82,0.88
  3,45.06,61.51,9.98,13.62,5.32
  4,36.60,49.96,15.82,21.59,8.90
  5,34.14,46.60,21.86,29.84,4.01
  6,28.50,38.90,28.30,38.63,2.92
  7,22.64,30.90,34.54,47.15,2.40
  8,16.80,22.93,40.18,54.85,2.67
  9,10.96,14.96,46.04,62.84,2.64
 11,40.78,55.66,11.14,15.21,9.58
