12.0,171,9.5,110,10.0
12.5,232,6.7,122,9.8
13.0,293,5.8,134,7.5
13.5,317,4.7,159,6.0
14.0,391,3.5,183,4.2
14.5,427,3.2,195,4.1
15.0,452,2.8,195,3.0
15.5,439,3.1,183,4.4
16.0,378,3.3,159,6.0
16.5,293,4.8,134,6.0
17.0,208,7.0,98,9.6
17.5,171,10.4,98,12.2
18.0,195,13.5,110,10.0
18.5,269,10.3,134,12.2
19.0,269,7.8,134,9.5
