43, 146,0.38, 220,0.30, 378,0.29,0.32,0.03
46, 159,0.41, 256,0.35, 427,0.33,0.36,0.03
49, 159,0.41, 281,0.38, 476,0.37,0.39,0.01
54, 183,0.48, 330,0.45, 586,0.46,0.46,0.01
60, 238,0.62, 409,0.55, 757,0.59,0.59,0.02
