26.0,426
26.1,440
26.2,446
26.3,483
26.4,489
26.5,490
26.6,492
26.7,481
26.8,512
26.9,499
27.0,517
27.1,508
27.2,529
27.3,541
27.4,528
27.5,536
27.6,529
27.7,534
27.8,560
27.9,534
28.0,531
28.1,531
28.2,520
28.3,528
28.4,494
28.5,513
28.6,524
28.7,506
28.8,474
28.9,495
29.0,467
29.1,455
29.2,471
29.3,468
29.4,454
29.5,435
29.6,443
29.7,429
29.8,409
29.9,389
30.0,357
