21.0,106
21.2,112
21.4,128
21.6,160
21.7,177
22.0,220
22.2,237
22.4,267
22.6,289
22.8,304
23.0,304
23.2,291
23.4,288
23.6,285
23.8,282
24.0,272
24.2,272
24.4,258
24.6,259
24.8,256
25.0,250
